index,file_path,true_class,predicted_class,predicted_confidence,secondary_class,secondary_confidence,confidence_band,rules_fired,if_then_reasoning,recommendation
912,data/raw/test\Normal\IM-0627-0001.jpeg,Normal,Normal,0.999,Viral Pneumonia,0.0006,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
913,data/raw/test\Normal\IM-0636-0001.jpeg,Normal,Normal,0.9972,Viral Pneumonia,0.0022,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
914,data/raw/test\Normal\IM-0640-0001.jpeg,Normal,Normal,0.9998,Viral Pneumonia,0.0001,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
915,data/raw/test\Normal\IM-0641-0001.jpeg,Normal,Normal,0.9986,Bacterial Pneumonia,0.0008,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
916,data/raw/test\Normal\IM-0655-0001.jpeg,Normal,Normal,0.9996,Viral Pneumonia,0.0003,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
917,data/raw/test\Normal\IM-0659-0001.jpeg,Normal,Normal,0.9981,Viral Pneumonia,0.001,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
918,data/raw/test\Normal\IM-0660-0001-0001.jpeg,Normal,Normal,0.7649,Viral Pneumonia,0.1726,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Normal as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Primary diagnosis is Normal with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
919,data/raw/test\Normal\IM-0662-0001.jpeg,Normal,Normal,0.9934,Viral Pneumonia,0.0036,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
920,data/raw/test\Normal\IM-0668-0001.jpeg,Normal,Normal,0.9994,Viral Pneumonia,0.0003,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
921,data/raw/test\Normal\IM-0671-0001.jpeg,Normal,Normal,0.9999,Viral Pneumonia,0.0001,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
922,data/raw/test\Normal\IM-0672-0001.jpeg,Normal,Normal,0.9985,Viral Pneumonia,0.0013,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
923,data/raw/test\Normal\IM-0673-0001.jpeg,Normal,Normal,0.9843,Viral Pneumonia,0.0089,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
924,data/raw/test\Normal\IM-0679-0001.jpeg,Normal,Normal,0.9996,Viral Pneumonia,0.0002,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
925,data/raw/test\Normal\IM-0684-0001.jpeg,Normal,Normal,0.9724,Viral Pneumonia,0.0237,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
926,data/raw/test\Normal\IM-0686-0001.jpeg,Normal,Normal,0.9992,Bacterial Pneumonia,0.0005,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
927,data/raw/test\Normal\IM-0687-0001.jpeg,Normal,Normal,0.9274,Viral Pneumonia,0.0514,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
928,data/raw/test\Normal\IM-0689-0001.jpeg,Normal,Normal,0.9704,Viral Pneumonia,0.0168,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
929,data/raw/test\Normal\IM-0692-0001.jpeg,Normal,Normal,0.9991,Viral Pneumonia,0.0006,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
